id,concat_comments
633661474,Had to shake out bedding b c of long black hairs and all over bathroom too 
632064699,The couch had hair from previous guest 
627483199,There was urine and fecal matter on both of the toilets  The counters in the kitchen weren t clean  there was hair all over the bathroom floors and shower  The sheets and comforters were dirty  The couch had stains  we were given dirty towels 
630828152,I was stunned at how dirty the apt was  Food stuck to counter tops  dirt hair in floor corners  shower needed a good clean  I had to really scrub the bathroom and kitchen  I really wanted to like this place 
634290043,Found red fake finger nails on floor but we dont wear red finger nails  Other then that it was good 
659090502,floors were dirty
634034966,It was hair all on the pillows and sheets  The floor had not been swept or vacuumed throughout  the loft the fridge was pretty dirty as well as the balcony with cigarette butts
629902673,The place  while having a very cool vibe  it has not been kept up very well   There are lots of burnt out light bulbs and cracked mirrors in bedroom closet doors and a broken chair   Just needs some attention and it would be fine   Dishwasher also was not attached in place very well and needs a few screws to fasten it to the countertop so it does not tip out when you load it 
656084140,The room itself was clean  but the apartment complex was dirty 
624619388,It smelled like stale cigarette or stale weed smoke in there
658523246,We found a used condom wrapper on the floor of one of the bedrooms  Because the AC didnt work  we slept on the floor in the living room and when I picked up the comforter  it was filthy on the bottom which means it hadnt been vacuumed in some time  This of course  is a concern during the time of covid  We found   blood stains on the carpet in the living room  the towel rack in the bathroom fell off when we put a towel on it 
633593435,Trash left in garbage can 
707150695,It was mostly clean just a little more clean in the refrigerator needed
655524558,Place was extra nasty i email about the spit on the bedroom door and other places
645906629,Shower curtain was dirty 
632270790,Under couch was not vacuumed  Lots of food crumbs
665744580,The place was for the most part clean but there was a lot of  what appeared to be dog hair that got all over my clothes  I m not sure if it was because of the carpet or the throw blanket but it definitely was a little annoying 
633054399,sofa
653501835,I shared pictures with Zencity Team to show that the place was not clean to the standards necessary during the times that we live in  COVID      The worst place was the bathroom  However  the entire apartment needed a deep clean 
633864777,Leaks in the roof 
631841518,The entire apartment looked like it hadnt been vacuumed in weeks  The bathroom was particularly dirty  but the floors throughout were covered in dirt dust hairs and it was pretty gross  I had to bust out the vacuum that was stashed away in the closet the night we got there just to feel OK walking around  One of the blankets provided also smelled so bad we couldnt use it when sitting on the sofa 
634022505,Only thing to note is there was an enema left on the kitchen counter when I arrived 
306355579,Overall very clean place  
636240461,carpet was not too clean
633015624,There was dried up hard poop in the toilet that must have been there a while  The tub was dirty as well  We actually had to go out and buy tissue paper as well as extra towels 
669133710,There were spots on the sheets and pillowcases  Luckily we brought our own  Everything else seemed to be clean 
712890974,The dishes in the kitchen were dirty  I had to wash most of the dishes before i started cooking because i found food on several dishes 
647032832,Living room and other common spaces were a bit tired and needed a new coat of paint  Couch also has some staining and screens were full dead spiders 
586216367,The building is undergoing renovations so the hallways were full of debris  nails  and construction materials 
618071503,There was a bit of a smell in the entire apartment  especially in the kitchen area  It would have definitely been useful to add room freshners 
634334623,Pet hair and other hair all over the apartment including the bathroom and bed sheets  Microwave had red sauce splatter all over it 
625750853,The windows could need some clean as well as the mixer and the shower shelf  And the Couch is really stained and could be replaced in near future 
637821651,A few areas needed sweeping but overall the place was sanitized and clean 
653550309,There were several items of trash left behind from previous guests and a few dishes that were left unwashed  usually wouldnt be that big of a deal but I would expect proper sanitation during a global pandemic 
670210965,Had cockroaches in multiple drawers in the kitchen 
636871164,Floors were extremely sticky  lots of dust and dirt
717634637,I did slip in the bathroom from the rug not being stable and now have a bruise on my head but overall clean place 
673883908,Broken drawer and cracked  dirty glassware in the cabinet  Had to put away dishwasher dishes from previous guests 
649878592,There were ants everywhere and I seen a huge roach 
653224481,Wire covers had come off the walls in nearly every room  Not a big deal  but a little unsightly  And there appeared to be dry wall on the floor beneath the living room AC unit
629927564,The bathroom tub was stopped up and dirty and some of the dishes had food on them
704664912,Almost all the dishes glasses in the cabinet were dirty or still have food on them and there was hair all on the towels in the bedroom and sheets    but other than that the place was pretty clean 
650182512,They lied about everything they advertised
703927121,The dishes that were put away were full of water  and the others hardly looked washed  Food stuck to the forks  The stovetop had sauce all over the burners  The apartment smelled so strongly of bleach that we had to open the only two windows  turn on the kitchen fan  and the bathroom fan  and leave for a few hours while it aired out so we didn t feel sick
635183487,There were several long stray hairs on the carpet and couch 
651009021,Was in a wrong listing
718890036,The pots and pans had grease and grime from the last occupants and the glass stove top was a mess 
704224333,Large stains on carpet in bedroom
703834503,it was a great place but the bathroom had some spots you could tell hadn t been clean
634282975,The shower curtain in the bathroom was white but very dirty and brown at the bottom  There were a few times I saw ants crawling in my carpet in the bedroom  No major cleanliness issues but just small things to note 
636201868,It looked like there was black dog hair on the white rug in the living room  Also saw an ant or two in the kitchen 
635100713,The kitchen stove was not clean and gnats we re flying out of the eye  There are a lot of scuff marks all over the walls which made it feel unclean  Didn t want to lean on the window seal to look out the amazing windows because they were dirty as well 
604858757,Hair all over the bathrooms  Dirty all over   I ve waited an hour for the clean person to finish clean the place and after the person left it was still very dirty 
716286205,The walls could use some new paint really bad 
636931679,Dirty dishes stain on sheet on arrival  stinky bathroom
635154905,The hallway to our room smelled disgusting  
633414782,Colored spots were on the bathroom towels  and the bathtub didn t look like it had been clean  especially the floor crevices in the shower
641163310,Dirty dishes in dishwasher and in cupboard   Stains on walls  doors  cabinets   Food debris and trash on floor around and under couch   Hairballs on the floor by the bed   Pubic hair on walls of shower 
633862646,When we arrived there was hair still in the shower drains and no trash bags in the bathroom trash cans  The kitchen had a broken drawer that we were made unaware of  The host tried to request      in damages which they stated was from a stain on the carpet  given the state that the apartment was in  the cleaners did not do a thorough job and attempted to fine us 
495867665,Cupboards under the sink has debris dust as well as fan 
712677977,Some cups were still wet and not looked to be clean properly  toilet paper left in the toilet  and hair left on bathroom floor 
636508822,I should preface that this is my first ever Air B B experience  Shower surround and curtain had something splashed on it  I was able to wipe it and it was removable  Indicates to me that it wasn t thoroughly clean before my arrival  No bar soap or hand soap in the bath area  The kitchen floor had been mopped before my arrival and appeared wet  Although  it could have been that the trash can was washed and never dried because when I came back from the market there was a two foot trail of liquid seeping from below  Which forced me to use the one and only hand towel that was provided  That seemed odd for a five night stay  I brought this to mgt  attention  Two days later there were new bath towels and a dish towel provided 
641811922,Tub dirty  floor dirty
710617819,shower tiles and shower curtain dirty
626808395,Carpet hadnt been vacuumed in a while    lots of wrapper plastic and plant debris
654364242,Couch area was slightly gross and one of the windows wouldn t close but for the most part it was really clean and amazing  
245085221,Your guest suggested that your space could be cleaner in the following areas  floors and carpet 
642893433,Black scuff marks on the walls down low 
641443356,There was a rat in my unit   The unit is in a basement and it rained heavily so I believe this was due more to weather conditions than cleanliness 
638727430,When i arrived  i was looking for a fork  but only found one  I found the rest of them  along with a few other dirty dishes  in the dishwasher w the soap pellet untouched  The machine had not been run    On the rug in front of the couch were some crumbs  so I vacuumed    The front left leg on the couch is broken  The comforter in our room had makeup on it  and it had been turned over  The top sheet also had a smudge of make up  I took pics of this  The linens were white  so it s tough to hide any stains    No iron was there  but they brought me one the next day    There was a stain on the couch  The fabric could use a clean     On the bright side  the apartment had beautiful colors  design and furniture    The kitchen was well stocked  we loved that there was olive oil there  which we had forgotten     Super comfy mattress  Extra linens   Easy checkin  Great smell
662686895,The shower glass was not clean 
642990159,Floors were a bit dirty so I just did a quick clean on my own
672716299,Coffee maker was dusty 
703901240,Refrigerator had some leftover food in it
639070316,Spider webs on the apartment and spiders all over the apartment
635978393,On AirBNB website  this place was marked as doing more clean due to COVID     However  when I came in  I found food crumbs on the stove  left over creamer packets in the fridge  a string bean in the freezer  and hairs on the clean sheets and pillowcases that were stored in the closet  The extra comforter was also on the floor of the closet  The bathroom tub was clogged and drained so slowly for my entire trip 
231309932,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  shower  dust  odors  bathroom  kitchen 
607424877,The bathroom could have been a little cleaner  mainly the shower curtain  It was pretty dirty and built up on the bottom 
637498555,I am very clean person and I wasnt impressed with the level of cleanliness  The floor left my feet black and their are foot prints and other markings all along the wall  The place its self was picked up but you could tell it haddent been deep clean in months 
603857370,There was a couple of dirty pieces of tissue on the floor behind the door 
651644106,Looked like someone had thrown up in the toilet and it hadn t been clean up
651020401,There were gnats in the room  and all throughout the building   I arrived on Monday  and they didnt spray for them until Friday 
602359847,Mold on the shower curtain and living room couch was dirty  worn  old 
623663082,The shower was not very clean
659131953,The dishwasher had dirty water sitting inside of it and the dishes weren t completely clean 
599022528,Floors were dusty throughout  It was very clean  but the bags and clothes that were on the ground ended up with dust on them 
596391750,Bags of garbage sitting in the living room during our stay 
663373353,Glass coffee table was not wiped down and there was plastic wrap in the living room
604204076,Floors need work  Dust  hair  dander  Vacuum then wet mop 
656423302,As I walked into the bnb the entire place smelled like dirty water  which made it very hard to believe if it was disinfected or clean at all  I had to turn all exhaust fans and open the windows to air out the smell
622465106,There was hair everywhere  And not just one specific type  I looked under the bed as I was plugging in my charger and there were a pair of socks sitting there   They weren t mine  so that lets me know they differently did not clean 
654315457,I seen a mouse running in the kitchen
449798583,I check for bedbugs so I inspect the bed and around it with a flashlight  First  the comforter had pronounced stains and there was long hairs all over the bedding  It looked like there were possibly bedbugs under the mattress  The floor around the bed had food crumbs and looked like it hadnt been vacuumed in years 
720501267,Some of the cookware and drinkware had some minor gunk on them  It wasnt too big of a deal but threw us off a bit due to COVID concerns  We were just glad that there were clean supplies so we can take care of it ourselves 
340082235,We checked under the beds before leaving  to make sure we did not forget anything  and in the front bedroom found a piece of dirty clothes  a lighter  and a can of hairspray 
655606388,It was clean for the most part  the bathroom toilet could ve been a bit more clean  The windows in the living room were very dirty  I ended up clean them just so my girlfriend wouldn t see it before she arrived 
446928741,There was stuff on the sheets and hair 
705408654,The entire place smelt like stale cigarettes  We used an entire fabreeze odor eliminator canister over the course of a few days and that eventually got the smell out  The carpet flooring is not helping with this issue  im sure  Other than that  everything was neat and tidy for us upon check in 
664890363,There was quite a lot of hair in the bathroom  especially in the shower  as well as the bed   It wasnt a huge issue for me to simply wipe it up in the bathroom and wipe it off the bed    Otherwise  I had no issues 
627373633,Areas were filled with dust 
719414002,The rug in the living room had some crushed chips and some things left by previous guest 
701877239,Empty water bottles were under the sofa and there were huge  Dust Bunnies  under the bed   Makes you wonder what clean and disinfection procedures were really completed 
671877024,A prior guest had clogged the toilet and the toilet backed up and overflowed  after notifying the owner in the afternoon  a plumber didnt arrive until later that night  leaving us without a toilet and the smell of sewage filling the apartment while the contents of the toilet overflowed onto the ground  After that  a cleaner did not arrive for another hour  leaving the apartment smelling like sewage for the majority of our day at the house  The hallway outside of the apartment smelled like weed 
409763249,Chips and food left behind from other people
638503350,Hair on the floor
592312261,The bed sheets had stains and the bed frames were failing apart  The floors were not vacuumed swept either  as I found a piece of wine cork in the kitchen  The shower curtain was old and dirty 
664062163,Floors were dirty  shower was dirty  Found female hair on pillows
365619540,Comforter had a small stain  Nothing major but noticeable as soon as I walked in  Are under kitchen sink smelled of mold  Perhaps hanging pots instead of housing them next to clean supplies
362533944,There was a lot of fuzz on the floor  Bathroom showers had a bit of hair from previous occupants 
702533437,Light bulb needed replaced above vanity   Only one roll of toilet paper was available for   nights 
719748447,Looked clean overall  Smelled less clean  couch and shower slight BO smell 
637890297,Couch had stains  not sure what they were   Also some cups and pans had irremovable stains
660645400,Dust bunnies under the bed  Dirty AC vents intake and exhaust  Stained carpets  Ddidnt feel it lived up to the expectation and clean seemed rushed 
658679459,The floors needed to be swept   For the most part seemed clean   We did see mice in the basement hallway going to the elevator  never in the apartment 
610609883,The floors were scratched up throughout the place  which is not a major issue but the bathrooms and bedrooms were messy  the shower did not look clean  We found socks and an inhaler underneath one bed  not ours 
661779196,Towels had stains
662639849,Trash was full  Marks inside the toilet bowl 
667309886,Scrapes and scratches along the walls throughout  Kitchen sink needs scoured for cleanliness 
494572641,Hairs in the shower and floor
610579660,Bathrooms sinks were dirty and splashes were on the mirrors  so who knows about the rest of the bathroom  Lots of hair on bedsheets that made bed appear very unclean  Leftover food from previous guests left in refrigerator and freezer  Cups in cabinet had sticky fingerprints all over them 
598703711,Common areas and apartment had an extremely strong air freshener smell
492908429,One of the towels was kind of stained 
661871506,Minor details but the dishwasher had dishes in it and the bathroom needed to be swept and the garbage had a little bit of garbage in it
703005296,Could be cleaner 
702364497,The floors and walls weren t as clean as expected  Smudges of bathroom wall   etc  but overall the please was clean and beautiful
635997055,Walked into the bathroom to find the toilet filled with hair and other particles  It was on and around the toilet which made me feel like the whole apartment wasnt clean properly  It was nasty and Especially during a global pandemic
660334756,I have photos of sofa  with stains carpet  stains   walls need painting  Windows dirty  There is a wire going across the floor that is so dangerous  We we re getting bit by bugs  Rust around shower in bathroom  In need of upgrade and  TLC 
310634719,The place smelled like paint when we arrived   We found that our feet turned black if we walked on the floor barefooted  
491065157,The lobby and the elevator had constant odors that were really unpleasant 
670582553,The ceiling was peeling also was dirty in the mist random spots
670538933,The toilet was clogged for almost   days before maintenance came
717288295,Unsanitary bathroom and bedroom  Small and large hairs all over the shower  clearly not clean   Small and large hairs all over the linen  Not clean properly   Cleaning supplies found in the place were  fresheners   No laundry soap for the washer  Likely does not have proper clean supplies  ex laundry detergent  to clean between stays 
717152522,floor was steaky  dryer was full with lint and unclean area  sofa is broken and dirty   seems like clean service did clean surface from the top 
667792481,Given the surcharge for CoVid clean  this place was clean but did not feel like it got special attention  Table and window areas were dusty
664884339,The rug in the common space seemed to have a decent amount of debris  the fan in the bathroom was full of dust  and the bathroom toilet seat had a hair crusted onto the seat   Very disappointing  especially during COVID 
704887242,The place was at a quick glance clean my biggest issue was a lingering musty smell in the air  the place was stuffy  When you sit on the couch it smells musty in which I mean a body odor musty  The couch fabrics need to be clean  Then to make it worse some of the bed pillow cases were musty  I checked out the back up linen in the closet like sheets and an extra blanket and it all smelt musty  So pretty much seems the linen had not been clean since after previous occupants  The place was clean but linen is important we have to sleep and sit on these things it s gross thinking your sleeping in someone s sweaty bed 
669624626,hair on the bathroom ledge by window
668823118,There were a number of marks on the walls in the bathrooms 
670518270,I had to sweep the floors upon arrival  some of the blinds needed to be replaced and the place needed a fresh coat of paint  Those weren t deal breakers though  it was super cute and comfy
484310182,Hairs in the shower
711892237,The bathroom was really clean with the exception of the inside of the medcine cabinet there is a   way mirror when you open the cabinet which i used to shave and cut my hair but the inside had streaks and clearly hadnt been clean like the outside mirrors  Also the shower did not drain properly  fills like a tub  Must need Draino or a snaking device 
664059334,Food in fridge was moldy and coffee grounds in coffee maker old and nasty
701831562,The apartment smelled of stale cigarette smoke which was apparent when first entering  Upon returning to our own home  all of our clothes and belongings also smelled of stale cigarette smoke  There are several holes in the floor  mostly in the living tv room  and we saw a mouse in the kitchen 
705945239,We arrived and the apartment had not been clean  everything was left on the floors and the apartment hadnt even been vacuumed   We didnt straight up leave because we didnt have anywhere else to go and were tired because one of us just arrived from a    hour flight  I understand that if a person has an emergency they need to leave but I dont understand how you can say a place is ready when it isnt 
672163291,Bed sheets were full of hair  Sofa had multiple stains and hairs  Bathrooms were not wiped clean  The tubs had multiple stains from the previous occupants  The window sills were full of dead bugs  The walls and baseboards were dirty and full of dust  The entire apartment had an awful stench  Spider webs in numerous corners of the apartment 
713466442,Window sills
569820860,Mirror was dirty and streaked when we arrived
700419721,Scuffed walls  broken door
631530867,The elevator had dog pee in it for a couple days  and the hallways were not clean
669678988,Our unit was very clean upon move in   Its a functioning apartment building  and urban hipsters  living their normal lives can be slobs  We saw maintenance folks on the reg doing a good job keeping up with any issues  There was cigarette odor coming through on a couple of occasions  but overall  nothing worrisome 
671118756,I appreciated all of the kitchen amenities that were made available  There were some dishes that weren t clean so I ended up running everything through the dishwasher when I got there 
656452072,Living room  there were trash and left over food compartment under couch
701168281,I had to do laundry to have clean towels
653885905,The first place never got clean before I arrived 
547627084,Not that the place wasnt clean  but EVERY TIME we entered it  even on the last day  it smelled VERY strongly of clean products   We always needed to open the window and door to air it out 
547282069,The place was relatively clean   But the amount of hair we found  especially the short and curly variety    all over the floor and bathroom and in the bed sheets  kind of made us feel slightly suspicious about the cleanliness of everything in the apartment     But id say these things happen and i there were extra sheets in the closet which we switched out 
721595008,dirty dishes
437443289,Bathroom floor seemed to be dirty as did the bath and window area  Kitchen was also slightly dirty  ALso   the entrance hall to the building and stairs to the apartment were dirty
437331940,A bit worn and needed of a bit more clean around the bathroom window and baseboards 
565705908,Kitchen trash can was damaged as well as dryer unit in space  We saw a few centipedes  floors were a bit dusty  showers weren t sparkly clean 
707139081,There was a wierd smell in the apartment
635472492,Dog feces outside door
659676040,Dog hair on the floor and coffee table
706611990,Carpet could need a deep clean
546537587,There was a problem with water coming in and flooding the floor of the bedroom and kitchen  I was not able to use the closet or walk on much of the carpet in the bedroom nor was I able to cook in the kitchen  Someone was apparently sent during the day while we were gone without letting us know  When we came back  it was worse than before and not clean up at all  I was not provided with anything to clean up the mess 
719460988,Dishwasher had a lot of caked on food in its   the couch and chair in living room were soiled 
707157251,Rug had alot of crumbs on it
546371550,There was a marijuana smell from the moment we walked in  Sheets had a wet feel to them 
640538956,All the other areas were clean but the couch smelled bad  We had to sit on the rug because of the couch s smell 
673448864,Being a condo  the lobby and other common areas where very dirty and noisy 
638176094,The ceiling had a lot of dirt build up and alot of paint needed to be touched up
574801448,Dust along skirting boards in bathroom  windows all had heaps of dust  there was a loose screwdriver in the carpet which I stepped on whilst barefoot  Walls and mirror in bedroom had fingerprints 
653551484,i arrived and had to take out   bags of trash  there were bits of broken window treatment all over the floor  both beds had been slept in  the kitchen was a mess  and some of the furniture was broken 
661870535,No hot water all weekend
672108169,There were dead ants around the inside lining of the freezer
669134716,The entire place had not been clean  I had to sweep  There was hair everywhere and dirt 
551838714,Sadly we had a mouse in the flat   Room deodorant was  breathtaking  
640056960,The place was reasonably clean  but there were some long hairs throughout  a few wall scuffs and there were ants in the kitchen when we arrived
105457520,""
300253923,Vacuuming was required
104844919,Bathrooms were not clean  Hear from a number of people visible in both bathrooms  The cleaners only clean visible  horizontal surfaces  Under couches and cabinets there hasnt been clean in months  Footprints were visbile in windowsills  
196270320,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  bathroom  shower  dust  Additional comments   Habia tela ara as se nota que limpian por arr arriba  
102240732,We only used   forks  but I had to throw   in the sink before I found two that were clean  and I live with   boys under     and they do the dishes    
93986666,The room itself is perfect  great for     people spending a weekend in Chicago  The hallway to get in to the room is a little sketchy and dirty  Not the renters fault  but people should be aware   Unit itself though is great 
649870892,Not a huge deal  but behind the sink there was dust and grime that wasn t clean  Also around the edges of the main room there was some dust that maybe missed on clean  Again  not a huge deal  and I still have a   star overall review 
706919262,Place wasn t dirty but bathrooms need deep clean  In fact the entire unit needs a deep clean 
718098013,The room was unacceptable and the guest were put to blame  Upon arrival the house keeper didn t have us booked at all the room was wrecked there were blades on the floor the microwave was dirty the washer was filled with dirty dishes there was a black sticky substance on the toilet seat and water stains on the counter top and mirrors   Sprayed but not wiped 
66500748,""
66463334,""
64119385,""
541714092,bathtub not totaly clean  in livingrooom few hair
63297302,""
717715230,For the most part it was clean  Not sure when the last person has stayed there so it maybe have been sitting  There was trash in bathroom area  bathtub was dirty and there was trash under the bed  Broken blinds in living area  so I was unable to open or pull up blinds so it was pretty dark inside 
435872809,Dirt and hair all over the place  hair even on the walls in the bathroom and on the vanity table   Outside windows have lost almost all transparency due to grime 
203830343,Your guest suggested that your space could be cleaner in the following areas  bathroom  odors  shower  floors and carpet  Additional comments   Dirty toilet  dirty shower were my main complaints    
268670991,Your guest suggested that your space could be cleaner in the following areas  floors and carpet 
594473572,Walls had smudges  bathroom needed to be swept vacuumed
704647080,The large couch had white stains on it
541680853,There were some kitchen knives that were completely covered in what appeared to be dry  crusty pumpkin 
350605891,The floors were a bit messy in the back apartment  not a huge issue  We had just found what may have been mouse droppings and some glitter on the floor 
573615052,The bathrooms needs to be upgraded   The shower peeling is unacceptable  The entire apartment had a funky odor     Consider plug ins  This place wasn t the best  The pictures doesn t add up 
432693929,The floor in the last bing room had ants
431185533,Vacuuming  We are totally floor people 
568558645,A few holes or patches on walls  some towels were rather dirty
571955222,Hallways were quite worn and carpet dirty 
559164118,Dishes left in dishwasher  dishes had  milk residue
557299015,The comforter under the duvet was heavily stained
551683574,Needs a deep clean and new paint  Bathroom ceiling is bad  corners of shower dirty  wall by light switch dirty 
623922540,The dishes weren t clean 
420787645,       
583325465,Dishes with oil on them still minor cleanliness issues with stove top and countertops
454129186,Your guest suggested that your space could be cleaner in the following areas  bathroom 
413518084,Some hair in the shower  and around the toilet base 
412854566,Fan in bedroom covered in dust  Floors also needed to be swept 
412844225,Kitchen was filthy and there was oily residue left over on the bathroom counters from who knows what
409759483,rotten food smell upon first entering  but it went away and didnt come back 
191233672,Your guest suggested that your space could be cleaner in the following areas  dust  Additional comments   Cobwebs and trash near the door  
500751993,      cause de la salle de bain
408821481,Interior of microwave oven had food stains
408149321,Counter was dirty  The comforter from the closet had foodstains 
622529890,Refrigerator had food in it and stunk  Bed sheets had stains  Cigarette butts and suppose to be non smoking apartment 
162615592,Your guest suggested that your space could be cleaner in the following areas  dust 
151599276,Your guest suggested that your space could be cleaner in the following areas  shower 
625344121,Kitchen   bedroom were very clean  Bathroom was decent  The trash was more than half full when I arrived  I felt it should ve been taken out prior to my stay  I had to take time to escort   bull flys out the window as they flew around for quite some time   I had to take care of a spider shortly after getting settled in 
400313894,the place just felt like it was falling apart a bit  none of the doors closed properly  soap dispenser didnt work  notified Zencity upon arrival 
299241896,The shared common area with other unit s  were not well kept 
368296100,The floor in the kitchen didnt seem to be thoroughly washed  Along baseboard wasnt clean and only found this when I bent down to pick up something  Behind bathtub was also a little dirty  I realize that the owner of this listing may not have control over the initial area when entering the building and the staircase but it was disgusting and left a bad impression  When you are paying a clean fee you expect the areas to be clean 
195990350,Your guest suggested that your space could be cleaner in the following areas  bathroom 
129234575,Your guest suggested that your space could be cleaner in the following areas  bathroom  shower 
633588386,The walls in the bathroom could have used a wipe down but other than that the place was plenty clean
572701633,Tubs were a little dusty
101532902,""
468913549,A bit dusty  but not too much
672141724,Hair from previous guests on floor and on bath mat when we used bathroom for first time  Yuck 
654917148,There was hair in various places such as the bed   the shower and the couch 
68497013,Not a deal breaker but the baseboards in the bathroom were a little dirty   not sure the clean service caught those during their past visit 
651000975,Water damage with the smell of mildew
360463138,Towels were not clean
462078116,There were ants in the living room 
613087911,There were a couple of spots that needed a touch up on the window and blinds in the bedroom farthest from the entrance
632600899,This was hair all over the bed and I asked for new sheet and even those where unclean
652242490,Floors were not clean  Stovetop was dirty  Countertops were sticky  Closet in bedroom had mold floor to ceiling 
569746290,The couch had crumbs all over it 
456842639,It was dusty under the beds and common areas 
569451543,The place was not  dirty   just not spotless 
456849152,Dirty underwear found in room
643337857,The carpet had some hair still on it and also some French fries after I moved the coffee table a bit  Wasnt the end of the world as I was able to run the vacuum 
592683851,There was what looked like tomato sauce stain on the bedroom comforter  a stain in the middle of the couch  and pans were put away only half clean
702750719,you can tell whoever is clean the place is doing the bare min  there was dust all over  The floors had hair all over them  they prob just dust the service and call it a day
567464766,Dirty tub and sink countertop
592185448,Floors were dusty and crummy 
446483529,There was lipstick stain on the bedding  Also some hair 
350881460,The linen was not very clean as I am use too seeing or dealing with Zencity   I noticed stains on the couch and linen in the bedroom and the bathroom was not that clean as well   The tub had blonde hair in it as well as the bedding and I had to basically disinfect and clean everything before I used it because I was surprised that the property was not as clean as I was used to seeing from past and previous experiences   I was a bit disappointed however I wasn t completely let down because there were other positives that out weight some of the negatives   I wish I could give a     instead but I only have the options of     stars 
586213324,Different bathroom than that pictured in listing   old and dingy
434804845,hair on the floor and in the bath shower
548037532,There were   used washcloths in the tray of the shower caddie   They were from previous tenant 
718886963,It wasn t unclean  just a little grungy  low quality  For example  bathroom toilet paper holder was broken  or stains on the walls and such but it wasn t unclean 
580442055,The kitchen smelled like weed  There was poop in the toilet  And black hair on the shower wall 
640854602,Some lighting was out flickering
579864338,Bathroom still showed signs of construction  Grout stains on the tile and grout stuck on shower floor
645306829,the floor was dirty and had t been swept before they ran the duster mop across the floor  the sheets were dirty  the extra sheets were dirty  i smelled terribly  i was overall just very disgusted  used my t shirts as pillow cases 
669935197,The apartment was not clean to my satisfaction  The window seals were dirty and the blinds were so dirty that they were gray instead of white  When I brought this up to Zencity  they did not see it as a concern and advised me that this was the apartment that I booked 
535942073,Overall the place was spotless but there were some stray hairs in the shower 
420786026,Bathroom was unclean
249742301,Your guest suggested that your space could be cleaner in the following areas  dust 
619185092,there were ants in the kitchen 
700437510,Shower curtain molded and stains on comforter and couch pillows
643398254,Couch upholstery could use some clean   Found a few sheets on the sheets 
646349974,Nothing looked like it had been clean  Like moldings had dirt on them  floor didnt look swept  and there what looked like to be black mold on the ceiling where the shower was  I could be wrong  but it looked like it was 
714300203,Floor was very dirty  Not visibly but when I stepped in the shower I noticed my feet were black from the floors not being mopped 
628942484,Kitchen and bathroom disarray
348058781,Common areas could have been vacuumed a little better  mostly couches 
628928296,The bedding is stained really bad and it s sickening  The pillows to be exact  I m not sure what stained it  new pillows are needed 
610611487,Some areas seemed dusty such as the window in the upstairs bathroom  There were long hairs left behind in the upstairs shower also 
182014014,Your guest suggested that your space could be cleaner in the following areas  bugs 
592716261,They had minor flooding in the hallway
629102362,Hair all over the tub shower curtain liner had hard dried up stuff on it the mat to step out of the shower on was dirty
569091554,Overall  the apartment was nice and clean but the window in the bathtub was covered in mould and it needs a fresh shower curtain 
347006947,Shower curtain should be clean up changed
672412619,There was a drainage issue in the bathroom that caused a lot of flies to appear 
342447167,Very clean  but had a strange smell  Turns out that the smell was a wet  mildewed rug someone had balled up and left in the closet prior to our arrival  Host attempted to charge us almost      for rug replacement  However  after contacting the host the issue was quickly resolved 
231760827,Your guest suggested that your space could be cleaner in the following areas  shower or tub 
332608349,The apartment was old  but obviously clean  I believe some may have gotten sick in the hallway leading to the apartment  The stench in the hallway was rather horrible 
329780280,The linens on the bed seemed unfresh   the sheets and pillow cases had several hairs all over them and the cover for the comforter had definitely not been washed for a while    The bathroom shower curtain was covered in mildew and needs to be updated   The lobby and elevator smelled terrible 
456459231,The sheets were not clean 
228600996, just fyi   the dishes in the cabinet were not properly washed  many had visible stains  
173061398,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  shower  bugs  bathroom  kitchen  Additional comments   Mold on shower curtain  spiders in window corners  cherry pits left behind  floor appeared dirty in kitchen     
629084056,The whole place could really use a deep clean  Could definitely tell that housekeeping did a quick once over 
622802305,Cleaning wasnt taken care of before we arrived  Had dirty toilets and dirty dishes in the cabinets 
628922820,CockRoach
622640715,Rug was very dirty   Looked like it had never been vacuumed   Threads and debris all over it 
308032596,cabinets and refrigerator
304465243,hair left in bathtub  food  hair clips  and nail clippings in common areas 
640602010,Kitchen dishwasher was already full of dirty dishes so just had to run it  Not a huge deal  but reason I gave   stars 
297877697,tiroirs et armoires plus ou moins propres
341303850,There was some spillage in the fridge   Not a lot  but a bit offputting 
339453438,The kitchen had crumbs on the counter and the bathroom toilet needed to be wiped
576157422,bathroom trash was not emptied  bedroom comforter had pee stains on it
369170300,The sink was blocked and had some spoons in it  but thanks for getting the maintenance people to fix it
286191342,the bedsheets were not changed and had woman hair on them 
276750623,Floors and hand rails were sticky  Lots of dust  And in general  it just did not look like it had been clean by a professional in a very long time 
608455626,Floors were not very clean  everything else was good 
275243643,Your guest suggested that your space could be cleaner in the following areas  floors and carpet 
331432337,The windows were really dirty  which defies the purpose of having a beautiful view 
331030009,All in all  this was a clean space  but there were places in the house  next to beds  on top of counters  etc   that needed a little extra dusting  One of the sheet sets also had a pink stain of some sort   Not a big deal  but still   There was also a lot of flies in the apartment  which were in the back bedroom 
266197131,The apartment was generally clean  but there was quite a bit of dust under the bed and the coffee table was covered in a layer of sticky residue 
